Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Central Bedfordshire,E06000056,Upper tier local authority,2020-03-22,6,32
Camden,E09000007,Upper tier local authority,2020-03-22,11,87
Cambridgeshire,E10000003,Upper tier local authority,2020-03-22,5,50
Bury,E08000002,Upper tier local authority,2020-03-22,7,24
Buckinghamshire,E10000002,Upper tier local authority,2020-03-22,12,96
Bromley,E09000006,Upper tier local authority,2020-03-22,24,125
"Bristol, City of",E06000023,Upper tier local authority,2020-03-22,5,41
Brighton and Hove,E06000043,Upper tier local authority,2020-03-22,3,29
Brent,E09000005,Upper tier local authority,2020-03-22,26,188
Bradford,E08000032,Upper tier local authority,2020-03-22,3,19
Bracknell Forest,E06000036,Upper tier local authority,2020-03-22,2,15
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-03-22,1,16
Bolton,E08000001,Upper tier local authority,2020-03-22,3,24
Blackburn with Darwen,E06000008,Upper tier local authority,2020-03-22,1,4
Birmingham,E08000025,Upper tier local authority,2020-03-22,26,266
Bexley,E09000004,Upper tier local authority,2020-03-22,10,63
Bedford,E06000055,Upper tier local authority,2020-03-22,5,13
Bath and North East Somerset,E06000022,Upper tier local authority,2020-03-22,2,19
Barnsley,E08000016,Upper tier local authority,2020-03-22,7,29
Barnet,E09000003,Upper tier local authority,2020-03-22,25,170
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-22,8,60
Yorkshire and The Humber,E12000003,Region,2020-03-22,93,497
West Midlands,E12000005,Region,2020-03-22,111,986
South West,E12000009,Region,2020-03-22,44,397
South East,E12000008,Region,2020-03-22,170,1223
North West,E12000002,Region,2020-03-22,117,816
North East,E12000001,Region,2020-03-22,20,163
London,E12000007,Region,2020-03-22,428,3485
East of England,E12000006,Region,2020-03-22,87,576
East Midlands,E12000004,Region,2020-03-22,99,566
England,E92000001,Nation,2020-03-22,1204,9025
York,E06000014,Upper tier local authority,2020-03-21,1,13
Worcestershire,E10000034,Upper tier local authority,2020-03-21,13,68
Wolverhampton,E08000031,Upper tier local authority,2020-03-21,11,98
Wirral,E08000015,Upper tier local authority,2020-03-21,3,16
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-21,2,31
Wiltshire,E06000054,Upper tier local authority,2020-03-21,4,35
Wigan,E08000010,Upper tier local authority,2020-03-21,4,15
Westminster,E09000033,Upper tier local authority,2020-03-21,13,145
West Sussex,E10000032,Upper tier local authority,2020-03-21,10,66
West Berkshire,E06000037,Upper tier local authority,2020-03-21,7,21
Warwickshire,E10000031,Upper tier local authority,2020-03-21,10,75
Warrington,E06000007,Upper tier local authority,2020-03-21,1,8
Wandsworth,E09000032,Upper tier local authority,2020-03-21,16,167
Waltham Forest,E09000031,Upper tier local authority,2020-03-21,12,67
Walsall,E08000030,Upper tier local authority,2020-03-21,12,61
Wakefield,E08000036,Upper tier local authority,2020-03-21,2,14
Trafford,E08000009,Upper tier local authority,2020-03-21,4,36
Tower Hamlets,E09000030,Upper tier local authority,2020-03-21,8,73
Torbay,E06000027,Upper tier local authority,2020-03-21,1,16
Thurrock,E06000034,Upper tier local authority,2020-03-21,3,17
Telford and Wrekin,E06000020,Upper tier local authority,2020-03-21,2,14
Tameside,E08000008,Upper tier local authority,2020-03-21,8,36
Sutton,E09000029,Upper tier local authority,2020-03-21,5,44
Surrey,E10000030,Upper tier local authority,2020-03-21,23,193
Sunderland,E08000024,Upper tier local authority,2020-03-21,5,17
Suffolk,E10000029,Upper tier local authority,2020-03-21,5,34
Stoke-on-Trent,E06000021,Upper tier local authority,2020-03-21,2,9
Stockport,E08000007,Upper tier local authority,2020-03-21,6,43
Staffordshire,E10000028,Upper tier local authority,2020-03-21,18,96
St. Helens,E08000013,Upper tier local authority,2020-03-21,2,12
Southwark,E09000028,Upper tier local authority,2020-03-21,13,178
Southend-on-Sea,E06000033,Upper tier local authority,2020-03-21,1,9
Southampton,E06000045,Upper tier local authority,2020-03-21,6,23
South Tyneside,E08000023,Upper tier local authority,2020-03-21,2,8
South Gloucestershire,E06000025,Upper tier local authority,2020-03-21,3,20
Somerset,E10000027,Upper tier local authority,2020-03-21,3,21
Solihull,E08000029,Upper tier local authority,2020-03-21,4,18
Slough,E06000039,Upper tier local authority,2020-03-21,2,50
Shropshire,E06000051,Upper tier local authority,2020-03-21,2,35
Sheffield,E08000019,Upper tier local authority,2020-03-21,37,168
Sefton,E08000014,Upper tier local authority,2020-03-21,2,16
Sandwell,E08000028,Upper tier local authority,2020-03-21,7,60
Salford,E08000006,Upper tier local authority,2020-03-21,8,38
Rotherham,E08000018,Upper tier local authority,2020-03-21,4,19
Rochdale,E08000005,Upper tier local authority,2020-03-21,6,24
Richmond upon Thames,E09000027,Upper tier local authority,2020-03-21,2,38
Redcar and Cleveland,E06000003,Upper tier local authority,2020-03-21,1,4
Redbridge,E09000026,Upper tier local authority,2020-03-21,10,66
Reading,E06000038,Upper tier local authority,2020-03-21,3,19
Portsmouth,E06000044,Upper tier local authority,2020-03-21,1,28
Plymouth,E06000026,Upper tier local authority,2020-03-21,2,16
Peterborough,E06000031,Upper tier local authority,2020-03-21,3,12
Oxfordshire,E10000025,Upper tier local authority,2020-03-21,6,74
Oldham,E08000004,Upper tier local authority,2020-03-21,10,35
Nottinghamshire,E10000024,Upper tier local authority,2020-03-21,10,82
Nottingham,E06000018,Upper tier local authority,2020-03-21,6,42
Northamptonshire,E10000021,Upper tier local authority,2020-03-21,7,51
North Yorkshire,E10000023,Upper tier local authority,2020-03-21,11,41
North Somerset,E06000024,Upper tier local authority,2020-03-21,1,20
North East Lincolnshire,E06000012,Upper tier local authority,2020-03-21,1,3
Norfolk,E10000020,Upper tier local authority,2020-03-21,6,44
Newham,E09000025,Upper tier local authority,2020-03-21,6,72
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-03-21,9,44
Milton Keynes,E06000042,Upper tier local authority,2020-03-21,4,33
Middlesbrough,E06000002,Upper tier local authority,2020-03-21,1,5
Merton,E09000024,Upper tier local authority,2020-03-21,7,89
Medway,E06000035,Upper tier local authority,2020-03-21,10,30
Manchester,E08000003,Upper tier local authority,2020-03-21,3,42
Luton,E06000032,Upper tier local authority,2020-03-21,2,28
Liverpool,E08000012,Upper tier local authority,2020-03-21,14,59
Lincolnshire,E10000019,Upper tier local authority,2020-03-21,4,33
Lewisham,E09000023,Upper tier local authority,2020-03-21,8,104
Leicestershire,E10000018,Upper tier local authority,2020-03-21,9,67
Leicester,E06000016,Upper tier local authority,2020-03-21,5,26
Leeds,E08000035,Upper tier local authority,2020-03-21,6,41
Lancashire,E10000017,Upper tier local authority,2020-03-21,9,69
Lambeth,E09000022,Upper tier local authority,2020-03-21,17,189
Knowsley,E08000011,Upper tier local authority,2020-03-21,3,9
Kirklees,E08000034,Upper tier local authority,2020-03-21,3,20
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-21,1,36
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-03-21,3,4
Kent,E10000016,Upper tier local authority,2020-03-21,7,99
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-21,5,92
Islington,E09000019,Upper tier local authority,2020-03-21,8,71
Isle of Wight,E06000046,Upper tier local authority,2020-03-21,1,4
Hounslow,E09000018,Upper tier local authority,2020-03-21,14,87
Hillingdon,E09000017,Upper tier local authority,2020-03-21,8,84
Hertfordshire,E10000015,Upper tier local authority,2020-03-21,20,161
Havering,E09000016,Upper tier local authority,2020-03-21,6,46
Harrow,E09000015,Upper tier local authority,2020-03-21,17,131
Haringey,E09000014,Upper tier local authority,2020-03-21,10,81
Hampshire,E10000014,Upper tier local authority,2020-03-21,23,211
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-21,12,72
Hackney,E09000012,Upper tier local authority,2020-03-21,5,70
Greenwich,E09000011,Upper tier local authority,2020-03-21,18,96
Gloucestershire,E10000013,Upper tier local authority,2020-03-21,9,49
Gateshead,E08000037,Upper tier local authority,2020-03-21,2,5
Essex,E10000012,Upper tier local authority,2020-03-21,19,105
Enfield,E09000010,Upper tier local authority,2020-03-21,7,92
East Sussex,E10000011,Upper tier local authority,2020-03-21,4,28
Ealing,E09000009,Upper tier local authority,2020-03-21,11,126
Dudley,E08000027,Upper tier local authority,2020-03-21,6,53
Dorset,E06000059,Upper tier local authority,2020-03-21,3,19
Devon,E10000008,Upper tier local authority,2020-03-21,1,48
Derbyshire,E10000007,Upper tier local authority,2020-03-21,20,121
Derby,E06000015,Upper tier local authority,2020-03-21,8,45
Cumbria,E10000006,Upper tier local authority,2020-03-21,23,137
Croydon,E09000008,Upper tier local authority,2020-03-21,25,147
Coventry,E08000026,Upper tier local authority,2020-03-21,9,36
County Durham,E06000047,Upper tier local authority,2020-03-21,3,15
Cornwall and the Isles of Scilly,E06000052,Upper tier local authority,2020-03-21,3,32
Cheshire West and Chester,E06000050,Upper tier local authority,2020-03-21,1,20
Cheshire East,E06000049,Upper tier local authority,2020-03-21,3,27
Central Bedfordshire,E06000056,Upper tier local authority,2020-03-21,3,26
Camden,E09000007,Upper tier local authority,2020-03-21,15,76
Cambridgeshire,E10000003,Upper tier local authority,2020-03-21,9,45
Calderdale,E08000033,Upper tier local authority,2020-03-21,2,7
Bury,E08000002,Upper tier local authority,2020-03-21,2,17
Buckinghamshire,E10000002,Upper tier local authority,2020-03-21,11,84
Bromley,E09000006,Upper tier local authority,2020-03-21,16,101
"Bristol, City of",E06000023,Upper tier local authority,2020-03-21,8,36
Brighton and Hove,E06000043,Upper tier local authority,2020-03-21,3,26
Brent,E09000005,Upper tier local authority,2020-03-21,18,162
Bradford,E08000032,Upper tier local authority,2020-03-21,2,16
Bracknell Forest,E06000036,Upper tier local authority,2020-03-21,5,13
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-03-21,3,15
Bolton,E08000001,Upper tier local authority,2020-03-21,1,21
Blackpool,E06000009,Upper tier local authority,2020-03-21,1,8
Birmingham,E08000025,Upper tier local authority,2020-03-21,30,240
Bexley,E09000004,Upper tier local authority,2020-03-21,4,53
Bedford,E06000055,Upper tier local authority,2020-03-21,1,8
Bath and North East Somerset,E06000022,Upper tier local authority,2020-03-21,1,17
Barnsley,E08000016,Upper tier local authority,2020-03-21,4,22
Barnet,E09000003,Upper tier local authority,2020-03-21,17,145
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-21,10,52
Yorkshire and The Humber,E12000003,Region,2020-03-21,76,404
West Midlands,E12000005,Region,2020-03-21,126,875
South West,E12000009,Region,2020-03-21,42,353
South East,E12000008,Region,2020-03-21,128,1053
North West,E12000002,Region,2020-03-21,114,699
North East,E12000001,Region,2020-03-21,23,143
London,E12000007,Region,2020-03-21,344,3057
East of England,E12000006,Region,2020-03-21,72,489
East Midlands,E12000004,Region,2020-03-21,69,467
England,E92000001,Nation,2020-03-21,1034,7821
York,E06000014,Upper tier local authority,2020-03-20,1,12
Worcestershire,E10000034,Upper tier local authority,2020-03-20,14,55
Wolverhampton,E08000031,Upper tier local authority,2020-03-20,15,87
Wokingham,E06000041,Upper tier local authority,2020-03-20,2,20
Wirral,E08000015,Upper tier local authority,2020-03-20,2,13
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-20,5,29
Wiltshire,E06000054,Upper tier local authority,2020-03-20,4,31
Wigan,E08000010,Upper tier local authority,2020-03-20,1,11
Westminster,E09000033,Upper tier local authority,2020-03-20,15,132
West Sussex,E10000032,Upper tier local authority,2020-03-20,8,56
West Berkshire,E06000037,Upper tier local authority,2020-03-20,3,14
Warwickshire,E10000031,Upper tier local authority,2020-03-20,12,65
Warrington,E06000007,Upper tier local authority,2020-03-20,1,7
Wandsworth,E09000032,Upper tier local authority,2020-03-20,23,151
Waltham Forest,E09000031,Upper tier local authority,2020-03-20,13,55
Walsall,E08000030,Upper tier local authority,2020-03-20,9,49
Wakefield,E08000036,Upper tier local authority,2020-03-20,2,12
Trafford,E08000009,Upper tier local authority,2020-03-20,7,32
Tower Hamlets,E09000030,Upper tier local authority,2020-03-20,11,65
Torbay,E06000027,Upper tier local authority,2020-03-20,5,15
Telford and Wrekin,E06000020,Upper tier local authority,2020-03-20,1,12
Tameside,E08000008,Upper tier local authority,2020-03-20,2,28
Swindon,E06000030,Upper tier local authority,2020-03-20,1,9
Sutton,E09000029,Upper tier local authority,2020-03-20,10,39
Surrey,E10000030,Upper tier local authority,2020-03-20,25,170
Sunderland,E08000024,Upper tier local authority,2020-03-20,3,12
Suffolk,E10000029,Upper tier local authority,2020-03-20,6,29
Stoke-on-Trent,E06000021,Upper tier local authority,2020-03-20,1,7
Stockton-on-Tees,E06000004,Upper tier local authority,2020-03-20,2,12
Stockport,E08000007,Upper tier local authority,2020-03-20,2,37
Staffordshire,E10000028,Upper tier local authority,2020-03-20,15,78
St. Helens,E08000013,Upper tier local authority,2020-03-20,4,10
Southwark,E09000028,Upper tier local authority,2020-03-20,22,165
Southampton,E06000045,Upper tier local authority,2020-03-20,3,17
South Tyneside,E08000023,Upper tier local authority,2020-03-20,2,6
Somerset,E10000027,Upper tier local authority,2020-03-20,2,18
Solihull,E08000029,Upper tier local authority,2020-03-20,4,14
Slough,E06000039,Upper tier local authority,2020-03-20,5,48
Shropshire,E06000051,Upper tier local authority,2020-03-20,5,33
Sheffield,E08000019,Upper tier local authority,2020-03-20,24,131
Sefton,E08000014,Upper tier local authority,2020-03-20,2,14
Sandwell,E08000028,Upper tier local authority,2020-03-20,6,53
Salford,E08000006,Upper tier local authority,2020-03-20,9,30
Rotherham,E08000018,Upper tier local authority,2020-03-20,3,15
Rochdale,E08000005,Upper tier local authority,2020-03-20,3,18
Richmond upon Thames,E09000027,Upper tier local authority,2020-03-20,9,36
Redbridge,E09000026,Upper tier local authority,2020-03-20,5,56
Portsmouth,E06000044,Upper tier local authority,2020-03-20,3,27
Plymouth,E06000026,Upper tier local authority,2020-03-20,2,14
Peterborough,E06000031,Upper tier local authority,2020-03-20,5,9
Oxfordshire,E10000025,Upper tier local authority,2020-03-20,6,68
Oldham,E08000004,Upper tier local authority,2020-03-20,3,25
Nottinghamshire,E10000024,Upper tier local authority,2020-03-20,9,72
Nottingham,E06000018,Upper tier local authority,2020-03-20,7,36
Northumberland,E06000057,Upper tier local authority,2020-03-20,1,10
Northamptonshire,E10000021,Upper tier local authority,2020-03-20,10,44
North Yorkshire,E10000023,Upper tier local authority,2020-03-20,8,30
North Tyneside,E08000022,Upper tier local authority,2020-03-20,3,17
North Somerset,E06000024,Upper tier local authority,2020-03-20,2,19
North Lincolnshire,E06000013,Upper tier local authority,2020-03-20,1,5
North East Lincolnshire,E06000012,Upper tier local authority,2020-03-20,1,2
Norfolk,E10000020,Upper tier local authority,2020-03-20,3,38
Newham,E09000025,Upper tier local authority,2020-03-20,14,66
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-03-20,8,35
Milton Keynes,E06000042,Upper tier local authority,2020-03-20,2,29
Middlesbrough,E06000002,Upper tier local authority,2020-03-20,2,4
Merton,E09000024,Upper tier local authority,2020-03-20,9,82
Medway,E06000035,Upper tier local authority,2020-03-20,2,20
Manchester,E08000003,Upper tier local authority,2020-03-20,4,39
Luton,E06000032,Upper tier local authority,2020-03-20,8,26
Liverpool,E08000012,Upper tier local authority,2020-03-20,10,45
Lincolnshire,E10000019,Upper tier local authority,2020-03-20,5,29
Lewisham,E09000023,Upper tier local authority,2020-03-20,22,96
Leicestershire,E10000018,Upper tier local authority,2020-03-20,6,58
Leicester,E06000016,Upper tier local authority,2020-03-20,2,21
